Wall time,Step,Value
1565459885.9660282,1,2.866931676864624
1565462487.7008395,3,3.1487832069396973
1565463775.5458953,4,2.946073532104492
1565465083.7840953,5,3.3193211555480957
1565466373.5056565,6,2.8945724964141846
1565467659.1121583,7,2.8652267456054688
1565468981.4965103,8,2.8026950359344482
1565470244.8170543,9,2.757581949234009
1565471542.4452438,10,2.301560401916504
1565472895.1755223,11,2.230272054672241
1565474231.0809016,12,2.498666763305664
1565475553.5399454,13,2.6795437335968018
1565476895.8233953,14,2.5473577976226807
1565479484.980933,16,2.593602418899536
1565480765.372751,17,2.619479179382324
1565482015.1112761,18,2.531930923461914
1565483323.6272461,19,2.5040009021759033
1565484640.702901,20,2.205394983291626
1565485926.857339,21,2.257964849472046
1565487170.4316504,22,2.500210762023926
1565488487.2706592,23,2.748011350631714
1565489776.223986,24,2.7089176177978516
1565491055.4078336,25,3.115933895111084
1565492332.8146815,26,2.8683102130889893
1565493608.1752148,27,2.7894396781921387
1565494881.4733734,28,2.7438533306121826
1565496225.196787,29,2.6804358959198
1565497515.2887836,30,2.317368268966675
1565498844.6603057,31,2.494900941848755
1565500150.5409753,32,2.707777500152588
1565501442.4917133,33,2.985814094543457
1565502763.6428423,34,2.9130353927612305
1565504074.2212498,35,3.3103597164154053
1565505344.3485742,36,2.98606276512146
1565506674.1356134,37,2.8692593574523926
1565507987.9528697,38,2.846615791320801
1565509279.1873865,39,2.867711305618286
1565510596.9119358,40,2.482734441757202
1565511895.374824,41,2.53800630569458
1565513208.1509807,42,2.7970926761627197
1565514427.7971551,43,3.098806619644165
1565515755.7394416,44,2.922978639602661
1565517116.9989812,45,3.3795201778411865
1565518401.0845344,46,3.0123140811920166
1565519735.152933,47,2.9703521728515625
1565521030.8231978,48,2.9583864212036133
1565522385.9506307,49,2.781524896621704
1565523685.991904,50,2.4254724979400635
1565524975.713544,51,2.5359346866607666
1565526261.409709,52,2.8705968856811523
1565528892.5396008,54,3.192383050918579
1565530241.0725489,55,3.5879125595092773
1565531562.4503946,56,3.3003528118133545
1565532873.3697124,57,3.3868353366851807
1565534167.9718747,58,3.4751243591308594
1565535514.315879,59,3.2745704650878906
1565536814.6986928,60,2.997089385986328
1565538106.2939966,61,3.1385085582733154
1565539450.4860713,62,3.51312518119812
1565540756.575441,63,3.529129981994629
1565542018.199514,64,3.468456268310547
1565543359.2848663,65,3.8311259746551514
1565544695.2176938,66,3.5564308166503906
1565546024.2376385,67,3.628662586212158
1565547323.49668,68,3.7565534114837646
1565548591.8789878,69,3.501642942428589
1565549918.5747983,70,3.2894763946533203
1565551209.6595504,71,3.3863070011138916
1565552514.801775,72,3.938978433609009
1565553787.3614013,73,3.9729504585266113
1565555077.322666,74,3.845712661743164
1565556421.035577,75,4.120218276977539
1565557723.7403035,76,3.8313329219818115
1565558986.883267,77,3.854762315750122
1565560337.789946,78,3.9578468799591064
1565561650.5765293,79,3.723339796066284
1565562937.335912,80,3.610790252685547
1565564218.3402696,81,3.6852598190307617
1565565532.848719,82,4.109574317932129
1565566825.2141745,83,4.2064337730407715
1565568137.3737636,84,4.097843170166016
1565569425.6598237,85,4.381689071655273
1565570703.6190698,86,4.045135021209717
1565573240.004244,88,4.091249942779541
1565574572.8324885,89,3.925705671310425
1565575911.3158462,90,3.654334545135498
1565577209.9353945,91,3.8823037147521973
1565578513.5724187,92,4.266741752624512
1565579799.737639,93,4.353165626525879
1565582478.9596143,95,4.554706573486328
1565583799.3467827,96,4.20407247543335
1565585124.4317503,97,4.233619689941406
1565586432.6016586,98,4.283321380615234
1565587731.2510097,99,4.131473541259766
1565590355.471858,101,4.0230393409729
1565591677.3394809,102,4.322056770324707
1565592986.6315346,103,4.473637104034424
1565595612.3218987,105,4.614348411560059
1565596898.7690191,106,4.244751930236816
1565598216.633024,107,4.314446449279785
1565599523.0886643,108,4.351496696472168
1565600859.8099668,109,4.136001110076904
1565602154.5766718,110,3.8052802085876465
1565603458.397412,111,4.090080261230469
1565604792.2183933,112,4.2958502769470215
1565606087.1301234,113,4.544198513031006
1565607421.60108,114,4.361963748931885
1565608744.347147,115,4.663188457489014
1565610049.6797497,116,4.288583755493164
1565611360.7695894,117,4.289199352264404
1565613963.0074732,119,4.124448299407959
1565616587.7420309,121,4.113095283508301
1565617865.3782182,122,4.327820301055908
1565619151.3496218,123,4.546238422393799
1565620427.9182122,124,4.345311164855957
1565621755.1586525,125,4.727694511413574
1565623085.216421,126,4.32153844833374
1565624350.3731492,127,4.334396839141846
1565625648.9513052,128,4.35373592376709
1565626996.259787,129,4.356551170349121
1565628295.803496,130,3.895796060562134
1565629519.337514,131,4.15396785736084
1565630774.678647,132,4.426567554473877
1565632070.8220146,133,4.573851108551025
1565633399.5172849,134,4.420732498168945
1565634720.2619236,135,4.702475070953369
1565636057.727054,136,4.302948951721191
1565638699.360291,138,4.449321269989014
1565640038.2337637,139,4.343537330627441
1565641380.3190866,140,3.8671822547912598
1565642722.259477,141,4.1793532371521
1565644033.8751836,142,4.451394557952881
1565645324.7716615,143,4.610378265380859
1565646638.6167617,144,4.422980308532715
1565647953.8075876,145,4.85902738571167
1565649239.8649337,146,4.286251068115234
1565650543.044451,147,4.4094061851501465
1565651855.1722338,148,4.456577301025391
1565653171.9614625,149,4.55342435836792
1565654488.7196445,150,3.910107374191284
1565655827.1072795,151,4.367051601409912
1565657138.00138,152,4.532163143157959
1565658420.569349,153,4.586085796356201
1565659706.954149,154,4.467101573944092
1565661000.705309,155,4.843697547912598
1565662276.0876477,156,4.316360950469971
1565663554.247913,157,4.524073600769043
1565664887.5851564,158,4.443106651306152
1565666211.5336146,159,4.700692176818848
1565667539.4268215,160,3.8921310901641846
1565668855.7040756,161,4.363600730895996
1565670217.2378235,162,4.509328842163086
1565671569.6354604,163,4.592862129211426
1565672913.00625,164,4.486050605773926
1565674239.0804007,165,4.793436050415039
1565675527.0262053,166,4.355216979980469
1565676837.7892897,167,4.53936767578125
1565678119.420227,168,4.429739952087402
1565679441.8913662,169,4.6966118812561035
1565680770.1593988,170,3.8867270946502686
1565682125.4767146,171,4.608135223388672
1565684803.5792167,173,4.563995838165283
1565686105.6601546,174,4.4535956382751465
1565687435.2108922,175,4.920947074890137
1565688737.344146,176,4.413928508758545
1565690000.2532394,177,4.55189847946167
1565691275.6393638,178,4.406859874725342
1565692598.7294436,179,4.698549270629883
1565693930.2417166,180,3.839026927947998
1565695194.873376,181,4.587113380432129
1565696512.17195,182,4.7549028396606445
1565697825.1794941,183,4.663862705230713
1565699134.4323711,184,4.441100120544434
1565700453.9376934,185,4.9639668464660645
1565701786.443969,186,4.510314464569092
1565703128.129701,187,4.620284080505371
1565704397.7278082,188,4.60626220703125
1565705729.5213983,189,4.654345989227295
1565707006.1352296,190,3.924924373626709
1565708285.8522162,191,4.908697128295898
1565709532.7013662,192,4.743479251861572
1565710860.6476903,193,4.636496543884277
1565712145.2966342,194,4.557695388793945
1565713475.476349,195,4.993763446807861
1565714809.1395109,196,4.571377277374268
1565716059.7532864,197,4.628549098968506
1565717287.7927227,198,4.644894599914551
1565718619.0578952,199,4.672699928283691
1565719862.4326167,200,4.49697208404541
1565721143.0333195,201,4.97467041015625
1565722466.7942793,202,4.720611572265625
1565723793.3453887,203,4.859401226043701
1565726426.1197457,205,5.096798419952393
1565727727.6449583,206,4.538744926452637
1565730355.9133782,208,4.758775234222412
1565732999.354118,210,4.474682807922363
1565734297.6022494,211,4.9867024421691895
1565735603.1646857,212,4.785005569458008
1565736936.063659,213,4.821891784667969
1565738254.0865266,214,4.587448596954346
1565739551.6714718,215,5.063920497894287
1565740845.3037047,216,4.558191299438477
1565742174.7095873,217,4.599124908447266
1565743495.872084,218,4.75551700592041
1565744815.7212312,219,4.657041072845459
1565746108.451322,220,4.588039875030518
1565747444.5152967,221,4.989355564117432
1565748756.7825212,222,4.786369323730469
1565750074.569833,223,5.009908676147461
1565751428.2896073,224,4.614144325256348
1565752719.5101006,225,5.062621593475342
1565754022.0765624,226,4.578661918640137
1565755296.9125204,227,5.033138275146484
1565756595.2849379,228,4.801492691040039
1565757883.3728285,229,4.685307502746582
1565759201.6961498,230,4.594645977020264
1565760470.4286122,231,4.950533866882324
1565761755.825624,232,4.796506404876709
1565763069.1941106,233,5.018356800079346
1565764387.5539412,234,4.591227054595947
1565765708.2859802,235,5.020559787750244
1565767026.5958064,236,4.750771999359131
1565768300.5121825,237,5.006254196166992
1565769647.2947817,238,4.748767375946045
1565770954.9921432,239,4.698348045349121
1565772296.0822356,240,4.572467803955078
1565773603.1060236,241,5.194600582122803
1565774902.6902876,242,4.9350056648254395
1565776225.7919304,243,5.0872321128845215
1565777478.1796215,244,4.688486099243164
1565778805.4195912,245,5.069005489349365
1565780088.5961187,246,4.774454116821289
1565781413.322148,247,5.031803607940674
1565782738.500635,248,4.808988571166992
1565784032.9391735,249,5.176831245422363
1565785347.0216565,250,4.598190784454346
1565786672.9153037,251,5.2062506675720215
1565787967.2293625,252,4.9695725440979
1565789293.9523554,253,5.096395492553711
1565790615.7147639,254,4.692080497741699
1565795845.8477423,258,4.799009323120117
1565799703.8254273,261,5.265188694000244
1565800954.411019,262,4.969379425048828
1565802255.7078528,263,5.124398708343506
1565803568.057133,264,4.688554763793945
1565804883.6267776,265,5.058276653289795
1565806149.0706878,266,4.768604278564453
1565807472.8331063,267,4.962014198303223
1565808789.4748425,268,4.911708354949951
1565810125.589045,269,5.149442672729492
1565811423.9572918,270,4.640327453613281
1565812738.9812102,271,5.210240364074707
1565814076.1635392,272,4.92906379699707
1565816726.360145,274,5.079825401306152
1565818036.016568,275,4.984229564666748
1565819323.2426057,276,4.743730068206787
1565820629.207154,277,4.996438503265381
1565821953.1622381,278,4.862322807312012
1565823308.2469177,279,5.127735137939453
1565824626.9540336,280,4.605884552001953
1565825943.891056,281,5.168370723724365
1565827270.6168535,282,4.900434494018555
1565828614.2937675,283,5.031905174255371
1565831271.3034184,285,4.958011627197266
1565832583.8946865,286,4.876987457275391
1565835232.3247936,288,4.841458320617676
1565836543.9059672,289,5.076464653015137
1565837875.455531,290,4.623297214508057
1565839166.16107,291,5.141833305358887
1565840495.7566164,292,5.140717029571533
1565841794.9842274,293,5.08973503112793
1565843153.14111,294,4.9857988357543945
1565844432.619431,295,4.911344051361084
1565845764.7237496,296,4.817336559295654
1565847043.5320132,297,5.024460792541504
1565848317.4908273,298,4.811316013336182
1565849630.4891558,299,5.033471584320068
1565850985.095462,300,4.597582817077637
1565852256.0564725,301,5.190938472747803
1565853509.8034883,302,5.0738911628723145
1565854780.2954497,303,5.083950042724609
1565856106.0533097,304,4.926477432250977
1565857406.2127585,305,4.863177299499512
1565858703.0607271,306,4.858672618865967
1565861350.3050585,308,4.7926411628723145
1565862644.7149649,309,5.067142009735107
1565863940.14383,310,4.571212291717529
1565865268.277529,311,5.171390056610107
1565866542.1255267,312,5.039743900299072
1565867786.6829891,313,5.054742813110352
1565869108.4813168,314,4.891731262207031
1565870454.2661104,315,4.8289570808410645
1565873065.1850283,317,4.960331916809082
1565874361.9900308,318,4.789072036743164
1565875691.7966225,319,5.0597758293151855
1565877033.0298693,320,4.675572872161865
1565879688.6251526,322,4.995996475219727
1565880980.6844106,323,5.04624080657959
1565882308.8940394,324,4.861811637878418
1565884934.130767,326,4.840681552886963
1565886263.606539,327,4.946516513824463
1565887558.4538534,328,4.863173961639404
1565888868.9201794,329,5.041555881500244
1565890156.7130442,330,4.691564559936523
1565891444.598675,331,5.106655120849609
1565892725.3606486,332,5.009535312652588
1565894027.7925973,333,5.0396223068237305
1565895350.5473468,334,4.914712429046631
1565896705.4724033,335,4.965713977813721
1565898003.9447143,336,4.80668830871582
1565899315.261048,337,4.919090270996094
1565900637.6073265,338,4.851564407348633
1565901946.7068384,339,5.031465530395508
1565903242.6514008,340,4.680883407592773
1565904616.7120457,341,5.072168350219727
1565905954.132206,342,5.01853084564209
1565907244.4093232,343,5.019726753234863
1565908567.1013093,344,4.900514125823975
1565909885.916544,345,4.926545143127441
1565911213.3561494,346,4.797591686248779
1565912494.9717052,347,4.897876262664795
1565913809.331025,348,4.879374027252197
1565915116.2378347,349,5.01804780960083
1565917749.9456847,351,5.085422992706299
1565920439.4124699,353,5.039500713348389
1565921746.3930063,354,4.954225063323975
1565923073.7436051,355,4.938689231872559
1565924355.38048,356,4.819038391113281
1565925644.3693545,357,4.909200191497803
1565926976.7721207,358,4.894679069519043
1565928294.390478,359,5.051774978637695
1565929587.97449,360,5.126152515411377
1565930854.9252303,361,5.088881015777588
1565932181.067172,362,5.1020121574401855
1565933463.7775302,363,5.016005516052246
1565934793.926798,364,5.005729675292969
1565936085.144179,365,4.980687618255615
1565937411.4691048,366,4.841679096221924
1565938761.5454137,367,4.949240207672119
1565940080.5994136,368,4.937829971313477
1565941419.1626608,369,5.0547566413879395
1565942714.7624252,370,5.153391361236572
1565944018.8175068,371,5.075234413146973
1565945329.7162066,372,5.097512245178223
1565946624.0596309,373,4.997439861297607
1565947939.5749302,374,4.9894561767578125
1565949260.8557534,375,4.961411476135254
1565950554.634492,376,4.841952800750732
1565951804.6735072,377,4.924300193786621
1565953093.1891727,378,4.908583164215088
1565954417.8028522,379,5.079834461212158
1565955727.9454465,380,5.170743465423584
1565957054.7366726,381,5.071682453155518
1565958404.3290641,382,5.086462020874023
1565959690.0652614,383,5.032053470611572
1565960981.4226232,384,4.965046405792236
1565962285.874968,385,5.203417778015137
1565963586.5086179,386,4.8300395011901855
1565964918.6193817,387,4.917981147766113
1565966260.9529827,388,4.8292622566223145
1565967560.6238995,389,5.030703067779541
1565968885.65314,390,5.1717119216918945
1565970172.364713,391,5.034352779388428
1565971481.4242063,392,5.072865009307861
1565972802.2675962,393,5.022218227386475
1565975413.4540503,395,5.159101486206055
1565976741.9278,396,4.7805399894714355
1565978048.34077,397,4.9011030197143555
1565979407.4072034,398,4.997115135192871
1565980715.8797224,399,5.204402923583984
1565982006.4305532,400,5.164183139801025
1565983317.057273,401,5.043906211853027
1565984622.0505521,402,5.0553765296936035
1565985964.5309134,403,5.035389423370361
1565987323.489404,404,4.964188575744629
1565988633.7669842,405,5.172640323638916
1565989894.5267875,406,4.784481525421143
1565991206.053151,407,4.945596694946289
1565992530.767896,408,5.036545276641846
1565995187.0327823,410,5.163212299346924
1565996516.605367,411,5.04368257522583
1565997848.7161522,412,5.044028282165527
1565999184.8457737,413,5.051692962646484
1566000506.7404442,414,5.02043342590332
1566001797.8947995,415,5.515140056610107
1566003110.985129,416,4.770792484283447
1566004459.3430734,417,4.914352893829346
1566005795.0130572,418,5.0281219482421875
1566007078.0539358,419,5.213411808013916
1566008371.1689935,420,5.149040699005127
1566009719.611942,421,5.041801452636719
1566012251.5593374,423,5.015849590301514
1566014879.567235,425,5.587824821472168
1566016184.6107519,426,4.776330471038818
1566017517.0092638,427,4.883956432342529
1566018814.4514968,428,5.082616329193115
1566020111.2192822,429,5.247478485107422
1566021465.3648243,430,5.169920444488525
1566024150.1043963,432,5.075706481933594
1566025469.6394598,433,5.036615371704102
1566026733.5183685,434,5.230487823486328
1566028003.6832101,435,5.577627182006836
1566029340.5121534,436,4.794886589050293
1566030629.2178519,437,4.952045440673828
1566031875.0465448,438,5.122215747833252
1566033186.1493475,439,5.282003402709961
1566034516.953936,440,5.172982215881348
1566035795.9650378,441,5.080388069152832
1566037148.0814028,442,5.1134257316589355
1566038484.967534,443,5.0587239265441895
1566039781.2566297,444,5.276710510253906
